time [s],x [m],y [m],speed [m/s],acceleration [m/s^2]
43.355,1.08893,0.0954897,0.00769017,0.016547
43.3887,1.0888,0.0949694,0.00825617,0.0169928
43.4225,1.08864,0.0944157,0.00883692,0.0174205
43.4562,1.08845,0.0938291,0.0094318,0.0178303
43.49,1.08824,0.0932099,0.0100402,0.018222
43.5237,1.08799,0.0925591,0.0106615,0.0185957
43.5575,1.0877,0.0918776,0.0112952,0.0189514
43.5913,1.08737,0.0911667,0.0119405,0.0192891
43.625,1.087,0.0904278,0.0125969,0.0196088
43.6588,1.08659,0.0896626,0.0132638,0.0199105
43.6925,1.08612,0.0888731,0.0139406,0.0201941
43.7263,1.08561,0.088061,0.0146267,0.0204598
43.76,1.08504,0.0872285,0.0153214,0.0207074
43.7938,1.08441,0.0863777,0.0160242,0.0209371
43.8275,1.08373,0.0855108,0.0167344,0.0211487
43.8613,1.08299,0.0846299,0.0174515,0.0213423
43.895,1.08219,0.0837371,0.0181748,0.0215179
43.9288,1.08132,0.0828345,0.0189037,0.0216755
43.9625,1.0804,0.0819242,0.0196376,0.0218151
43.9963,1.07941,0.081008,0.0203759,0.0219366
44.03,1.07836,0.0800879,0.0211181,0.0220402
44.0638,1.07724,0.0791655,0.0218634,0.0221257
44.0975,1.07606,0.0782427,0.0226113,0.0221933
44.1313,1.07482,0.0773208,0.0233612,0.0222428
44.165,1.07351,0.0764014,0.0241125,0.0222743
44.1988,1.07214,0.0754858,0.0248645,0.0222878
44.2325,1.0707,0.0745754,0.0256166,0.0222833
44.2663,1.0692,0.0736713,0.0263683,0.0222608
44.3,1.06764,0.0727747,0.027119,0.0222203
44.3338,1.06602,0.0718867,0.027868,0.0221618
44.3675,1.06433,0.0710083,0.0286147,0.0220852
44.4013,1.06258,0.0701404,0.0293585,0.0219907
44.435,1.06077,0.0692839,0.0300988,0.0218781
44.4688,1.0589,0.0684396,0.030835,0.0217475
44.5025,1.05697,0.0676084,0.0315665,0.0215989
44.5363,1.05498,0.0667909,0.0322927,0.0214323
44.57,1.05293,0.0659879,0.0330129,0.0212477
44.6038,1.05083,0.0652,0.0337266,0.0210451
44.6375,1.04866,0.0644279,0.0344332,0.0208245
44.6713,1.04645,0.0636721,0.035132,0.0205859
44.705,1.04417,0.0629332,0.0358225,0.0203292
44.7388,1.04185,0.0622117,0.036504,0.0200546
44.7725,1.03947,0.0615081,0.0371759,0.0197619
44.8063,1.03704,0.060823,0.0378377,0.0194512
44.84,1.03455,0.0601566,0.0384886,0.0191225
44.8738,1.03202,0.0595095,0.0391282,0.0187758
44.9075,1.02944,0.058882,0.0397558,0.0184111
44.9413,1.02681,0.0582745,0.0403707,0.0180284
44.9751,1.02413,0.0576872,0.0409724,0.0176277
45.0088,1.02141,0.0571206,0.0415603,0.0172089
45.0426,1.01865,0.0565749,0.0421337,0.0167722
45.0763,1.01584,0.0560503,0.0426922,0.0163174
45.1101,1.01299,0.055547,0.0432349,0.0158446
45.1438,1.0101,0.0550653,0.0437614,0.0153538
45.1776,1.00717,0.0546054,0.044271,0.0148451
45.2113,1.0042,0.0541673,0.0447632,0.0143182
45.2451,1.0012,0.0537513,0.0452372,0.0137734
45.2788,0.998162,0.0533573,0.0456926,0.0132106
45.3126,0.995092,0.0529856,0.0461287,0.0126298
45.3463,0.99199,0.052636,0.0465449,0.0120309
45.3801,0.988859,0.0523088,0.0469405,0.0114141
45.4138,0.985699,0.0520037,0.047315,0.0107792
45.4476,0.982512,0.0517209,0.0476678,0.0101263
45.4813,0.979301,0.0514602,0.0479983,0.00945545
45.5151,0.976066,0.0512215,0.0483058,0.00876655
45.5488,0.97281,0.0510048,0.0485897,0.00805964
45.5826,0.969534,0.0508099,0.0488495,0.00733473
45.6163,0.96624,0.0506366,0.0490845,0.0065918
45.6501,0.96293,0.0504847,0.0492942,0.00583086
45.6838,0.959606,0.0503541,0.0494778,0.00505191
45.7176,0.956269,0.0502445,0.0496349,0.00425495
45.7513,0.952923,0.0501555,0.0497648,0.00343998
45.7851,0.949568,0.0500869,0.0498668,0.002607
45.8188,0.946207,0.0500384,0.0499404,0.00175601
45.8526,0.942841,0.0500095,0.049985,0.000887011
45.8863,0.939474,0.05,0.05,9.89804e-18
45.8863,0.939474,0.05,0.05,0
45.9244,0.937569,0.05,0.05,0
45.9625,0.935665,0.05,0.05,0
46.0006,0.933761,0.05,0.05,0
46.0387,0.931857,0.05,0.05,0
46.0768,0.929952,0.05,0.05,0
46.1148,0.928048,0.05,0.05,0
46.1529,0.926144,0.05,0.05,0
46.191,0.92424,0.05,0.05,0
46.2291,0.922335,0.05,0.05,0
46.2672,0.920431,0.05,0.05,0
46.3053,0.918527,0.05,0.05,0
46.3434,0.916623,0.05,0.05,0
46.3814,0.914718,0.05,0.05,0
46.4195,0.912814,0.05,0.05,0
46.4576,0.91091,0.05,0.05,0
46.4957,0.909006,0.05,0.05,0
46.5338,0.907101,0.05,0.05,0
46.5719,0.905197,0.05,0.05,0
46.61,0.903293,0.05,0.05,0
46.648,0.901389,0.05,0.05,0
46.6861,0.899484,0.05,0.05,0
46.7242,0.89758,0.05,0.05,0
46.7623,0.895676,0.05,0.05,0
46.8004,0.893771,0.05,0.05,0
46.8385,0.891867,0.05,0.05,0
46.8765,0.889963,0.05,0.05,0
46.9146,0.888059,0.05,0.05,0
46.9527,0.886154,0.05,0.05,0
46.9908,0.88425,0.05,0.05,0
47.0289,0.882346,0.05,0.05,0
47.067,0.880442,0.05,0.05,0
47.1051,0.878537,0.05,0.05,0
47.1431,0.876633,0.05,0.05,0
47.1812,0.874729,0.05,0.05,0
47.2193,0.872825,0.05,0.05,0
47.2574,0.87092,0.05,0.05,0
47.2955,0.869016,0.05,0.05,0
47.3336,0.867112,0.05,0.05,0
47.3717,0.865208,0.05,0.05,0
47.4097,0.863303,0.05,0.05,0
47.4478,0.861399,0.05,0.05,0
47.4859,0.859495,0.05,0.05,0
47.524,0.857591,0.05,0.05,0
47.5621,0.855686,0.05,0.05,0
47.6002,0.853782,0.05,0.05,0
47.6383,0.851878,0.05,0.05,0
47.6763,0.849974,0.05,0.05,0
47.7144,0.848069,0.05,0.05,0
47.7525,0.846165,0.05,0.05,0
47.7906,0.844261,0.05,0.05,0
47.8287,0.842357,0.05,0.05,0
47.8668,0.840452,0.05,0.05,0
47.9048,0.838548,0.05,0.05,0
47.9429,0.836644,0.05,0.05,0
47.981,0.834739,0.05,0.05,0
48.0191,0.832835,0.05,0.05,0
48.0572,0.830931,0.05,0.05,0
48.0953,0.829027,0.05,0.05,0
48.1334,0.827122,0.05,0.05,0
48.1714,0.825218,0.05,0.05,0
48.2095,0.823314,0.05,0.05,0
48.2476,0.82141,0.05,0.05,0
48.2857,0.819505,0.05,0.05,0
48.3238,0.817601,0.05,0.05,0
48.3619,0.815697,0.05,0.05,0
48.4,0.813793,0.05,0.05,0
48.438,0.811888,0.05,0.05,0
48.4761,0.809984,0.05,0.05,0
48.5142,0.80808,0.05,0.05,0
48.5523,0.806176,0.05,0.05,0
48.5904,0.804271,0.05,0.05,0
48.6285,0.802367,0.05,0.05,0
48.6666,0.800463,0.05,0.05,0
48.7046,0.798559,0.05,0.05,0
48.7427,0.796654,0.05,0.05,0
48.7808,0.79475,0.05,0.05,0
48.8189,0.792846,0.05,0.05,0
48.857,0.790942,0.05,0.05,0
48.8951,0.789037,0.05,0.05,0
48.9331,0.787133,0.05,0.05,0
48.9712,0.785229,0.05,0.05,0
49.0093,0.783325,0.05,0.05,0
49.0474,0.78142,0.05,0.05,0
49.0855,0.779516,0.05,0.05,0
49.1236,0.777612,0.05,0.05,0
49.1617,0.775707,0.05,0.05,0
49.1997,0.773803,0.05,0.05,0
49.2378,0.771899,0.05,0.05,0
49.2759,0.769995,0.05,0.05,0
49.314,0.76809,0.05,0.05,0
49.3521,0.766186,0.05,0.05,0
49.3902,0.764282,0.05,0.05,0
49.4283,0.762378,0.05,0.05,0
49.4663,0.760473,0.05,0.05,0
49.5044,0.758569,0.05,0.05,0
49.5425,0.756665,0.05,0.05,0
49.5806,0.754761,0.05,0.05,0
49.6187,0.752856,0.05,0.05,0
49.6568,0.750952,0.05,0.05,0
49.6949,0.749048,0.05,0.05,0
49.7329,0.747144,0.05,0.05,0
49.771,0.745239,0.05,0.05,0
49.8091,0.743335,0.05,0.05,0
49.8472,0.741431,0.05,0.05,0
49.8853,0.739527,0.05,0.05,0
49.9234,0.737622,0.05,0.05,0
49.9614,0.735718,0.05,0.05,0
49.9995,0.733814,0.05,0.05,0
50.0376,0.73191,0.05,0.05,0
50.0757,0.730005,0.05,0.05,0
50.1138,0.728101,0.05,0.05,0
50.1519,0.726197,0.05,0.05,0
50.19,0.724293,0.05,0.05,0
50.228,0.722388,0.05,0.05,0
50.2661,0.720484,0.05,0.05,0
50.3042,0.71858,0.05,0.05,0
50.3423,0.716675,0.05,0.05,0
50.3804,0.714771,0.05,0.05,0
50.4185,0.712867,0.05,0.05,0
50.4566,0.710963,0.05,0.05,0
50.4946,0.709058,0.05,0.05,0
50.5327,0.707154,0.05,0.05,0
50.5708,0.70525,0.05,0.05,0
50.6089,0.703346,0.05,0.05,0
50.647,0.701441,0.05,0.05,0
50.6851,0.699537,0.05,0.05,0
50.7232,0.697633,0.05,0.05,0
50.7612,0.695729,0.05,0.05,0
50.7993,0.693824,0.05,0.05,0
50.8374,0.69192,0.05,0.05,0
50.8755,0.690016,0.05,0.05,0
50.9136,0.688112,0.05,0.05,0
50.9517,0.686207,0.05,0.05,0
50.9897,0.684303,0.05,0.05,0
51.0278,0.682399,0.05,0.05,0
51.0659,0.680495,0.05,0.05,0
51.104,0.67859,0.05,0.05,0
51.1421,0.676686,0.05,0.05,0
51.1802,0.674782,0.05,0.05,0
51.2183,0.672878,0.05,0.05,0
51.2563,0.670973,0.05,0.05,0
51.2944,0.669069,0.05,0.05,0
51.3325,0.667165,0.05,0.05,0
51.3706,0.665261,0.05,0.05,0
51.4087,0.663356,0.05,0.05,0
51.4468,0.661452,0.05,0.05,0
51.4849,0.659548,0.05,0.05,0
51.5229,0.657643,0.05,0.05,0
51.561,0.655739,0.05,0.05,0
51.5991,0.653835,0.05,0.05,0
51.6372,0.651931,0.05,0.05,0
51.6753,0.650026,0.05,0.05,0
51.7134,0.648122,0.05,0.05,0
51.7515,0.646218,0.05,0.05,0
51.7895,0.644314,0.05,0.05,0
51.8276,0.642409,0.05,0.05,0
51.8657,0.640505,0.05,0.05,0
51.9038,0.638601,0.05,0.05,0
51.9419,0.636697,0.05,0.05,0
51.98,0.634792,0.05,0.05,0
52.018,0.632888,0.05,0.05,0
52.0561,0.630984,0.05,0.05,0
52.0942,0.62908,0.05,0.05,0
52.1323,0.627175,0.05,0.05,0
52.1704,0.625271,0.05,0.05,0
52.2085,0.623367,0.05,0.05,0
52.2466,0.621463,0.05,0.05,0
52.2846,0.619558,0.05,0.05,0
52.3227,0.617654,0.05,0.05,0
52.3608,0.61575,0.05,0.05,0
52.3989,0.613846,0.05,0.05,0
52.437,0.611941,0.05,0.05,0
52.4751,0.610037,0.05,0.05,0
52.5132,0.608133,0.05,0.05,0
52.5512,0.606229,0.05,0.05,0
52.5893,0.604324,0.05,0.05,0
52.6274,0.60242,0.05,0.05,0
52.6655,0.600516,0.05,0.05,0
52.7036,0.598611,0.05,0.05,0
52.7417,0.596707,0.05,0.05,0
52.7798,0.594803,0.05,0.05,0
52.8178,0.592899,0.05,0.05,0
52.8559,0.590994,0.05,0.05,0
52.894,0.58909,0.05,0.05,0
52.9321,0.587186,0.05,0.05,0
52.9702,0.585282,0.05,0.05,0
53.0083,0.583377,0.05,0.05,0
53.0463,0.581473,0.05,0.05,0
53.0844,0.579569,0.05,0.05,0
53.1225,0.577665,0.05,0.05,0
53.1606,0.57576,0.05,0.05,0
53.1987,0.573856,0.05,0.05,0
53.2368,0.571952,0.05,0.05,0
53.2749,0.570048,0.05,0.05,0
53.3129,0.568143,0.05,0.05,0
53.351,0.566239,0.05,0.05,0
53.3891,0.564335,0.05,0.05,0
53.4272,0.562431,0.05,0.05,0
53.4653,0.560526,0.05,0.05,0
53.4653,0.560026,0.05,0.05,-0
53.4804,0.559526,0.05,0.0499962,-0.000499987
53.4954,0.559027,0.05,0.049985,-0.000994924
53.5105,0.558527,0.05,0.0499663,-0.00148481
53.5256,0.558027,0.05,0.0499402,-0.00196965
53.5407,0.557528,0.05,0.0499069,-0.00244943
53.5557,0.55703,0.05,0.0498664,-0.00292417
53.5708,0.556532,0.05,0.0498188,-0.00339385
53.5859,0.556034,0.05,0.0497641,-0.00385849
53.601,0.555537,0.05,0.0497024,-0.00431807
53.616,0.555041,0.05,0.0496339,-0.00477261
53.6311,0.554545,0.05,0.0495586,-0.00522209
53.6462,0.55405,0.05,0.0494765,-0.00566652
53.6613,0.553556,0.05,0.0493877,-0.00610591
53.6763,0.553063,0.05,0.0492924,-0.00654024
53.6914,0.552571,0.05,0.0491906,-0.00696952
53.7065,0.552081,0.05,0.0490823,-0.00739375
53.7216,0.551591,0.05,0.0489677,-0.00781293
53.7366,0.551102,0.05,0.0488468,-0.00822706
53.7517,0.550615,0.05,0.0487196,-0.00863615
53.7668,0.550129,0.05,0.0485864,-0.00904018
53.7819,0.549645,0.05,0.0484471,-0.00943916
53.7969,0.549162,0.05,0.0483018,-0.00983309
53.812,0.54868,0.05,0.0481507,-0.010222
53.8271,0.5482,0.05,0.0479937,-0.0106058
53.8422,0.547722,0.05,0.0478309,-0.0109846
53.8572,0.547246,0.05,0.0476625,-0.0113583
53.8723,0.546771,0.05,0.0474885,-0.011727
53.8874,0.546298,0.05,0.0473089,-0.0120906
53.9025,0.545826,0.05,0.047124,-0.0124492
53.9175,0.545357,0.05,0.0469336,-0.0128027
53.9326,0.54489,0.05,0.046738,-0.0131512
53.9477,0.544424,0.05,0.0465371,-0.0134946
53.9628,0.543961,0.05,0.0463311,-0.013833
53.9778,0.5435,0.05,0.0461201,-0.0141663
53.9929,0.543041,0.05,0.045904,-0.0144946
54.008,0.542584,0.05,0.0456831,-0.0148178
54.0231,0.542129,0.05,0.0454573,-0.015136
54.0381,0.541677,0.05,0.0452267,-0.0154491
54.0532,0.541227,0.05,0.0449915,-0.0157572
54.0683,0.54078,0.05,0.0447517,-0.0160602
54.0834,0.540335,0.05,0.0445073,-0.0163582
54.0984,0.539892,0.05,0.0442585,-0.0166511
54.1135,0.539452,0.05,0.0440053,-0.016939
54.1286,0.539014,0.05,0.0437478,-0.0172218
54.1437,0.53858,0.05,0.0434861,-0.0174996
54.1588,0.538147,0.05,0.0432202,-0.0177723
54.1738,0.537718,0.05,0.0429502,-0.0180399
54.1889,0.537291,0.05,0.0426763,-0.0183026
54.204,0.536867,0.05,0.0423984,-0.0185601
54.2191,0.536446,0.05,0.0421167,-0.0188127
54.2341,0.536028,0.05,0.0418312,-0.0190601
54.2492,0.535612,0.05,0.0415421,-0.0193025
54.2643,0.5352,0.05,0.0412493,-0.0195399
54.2794,0.53479,0.05,0.0409529,-0.0197722
54.2944,0.534384,0.05,0.0406532,-0.0199995
54.3095,0.53398,0.05,0.04035,-0.0202217
54.3246,0.53358,0.05,0.0400435,-0.0204389
54.3397,0.533182,0.05,0.0397337,-0.020651
54.3547,0.532788,0.05,0.0394209,-0.0208581
54.3698,0.532397,0.05,0.0391049,-0.0210601
54.3849,0.532009,0.05,0.0387859,-0.021257
54.4,0.531625,0.05,0.038464,-0.021449
54.415,0.531243,0.05,0.0381392,-0.0216358
54.4301,0.530865,0.05,0.0378117,-0.0218176
54.4452,0.53049,0.05,0.0374814,-0.0219944
54.4603,0.530119,0.05,0.0371486,-0.0221661
54.4753,0.529751,0.05,0.0368131,-0.0223328
54.4904,0.529386,0.05,0.0364752,-0.0224944
54.5055,0.529025,0.05,0.0361349,-0.0226509
54.5206,0.528667,0.05,0.0357923,-0.0228025
54.5356,0.528312,0.05,0.0354475,-0.0229489
54.5507,0.527961,0.05,0.0351004,-0.0230903
54.5658,0.527614,0.05,0.0347513,-0.0232267
54.5809,0.52727,0.05,0.0344001,-0.023358
54.5959,0.526929,0.05,0.0340471,-0.0234843
54.611,0.526592,0.05,0.0336921,-0.0236055
54.6261,0.526259,0.05,0.0333354,-0.0237216
54.6412,0.525929,0.05,0.0329769,-0.0238327
54.6562,0.525603,0.05,0.0326168,-0.0239388
54.6713,0.52528,0.05,0.0322552,-0.0240398
54.6864,0.524962,0.05,0.031892,-0.0241358
54.7015,0.524646,0.05,0.0315275,-0.0242267
54.7165,0.524335,0.05,0.0311616,-0.0243125
54.7316,0.524027,0.05,0.0307945,-0.0243933
54.7467,0.523722,0.05,0.0304261,-0.0244691
54.7618,0.523422,0.05,0.0300567,-0.0245398
54.7768,0.523125,0.05,0.0296863,-0.0246054
54.7919,0.522832,0.05,0.0293149,-0.024666
54.807,0.522542,0.05,0.0289426,-0.0247216
54.8221,0.522257,0.05,0.0285695,-0.0247721
54.8371,0.521975,0.05,0.0281957,-0.0248176
54.8522,0.521697,0.05,0.0278213,-0.024858
54.8673,0.521422,0.05,0.0274463,-0.0248933
54.8824,0.521151,0.05,0.0270708,-0.0249236
54.8974,0.520884,0.05,0.0266948,-0.0249489
54.9125,0.520621,0.05,0.0263186,-0.0249691
54.9276,0.520362,0.05,0.025942,-0.0249842
54.9427,0.520106,0.05,0.0255653,-0.0249943
54.9577,0.519854,0.05,0.0251884,-0.0249994
54.9728,0.519606,0.05,0.0248116,-0.0249994
54.9879,0.519362,0.05,0.0244347,-0.0249943
55.003,0.519121,0.05,0.024058,-0.0249842
55.018,0.518884,0.05,0.0236814,-0.0249691
55.0331,0.518651,0.05,0.0233052,-0.0249489
55.0482,0.518422,0.05,0.0229292,-0.0249236
55.0633,0.518197,0.05,0.0225537,-0.0248933
55.0783,0.517975,0.05,0.0221787,-0.024858
55.0934,0.517757,0.05,0.0218043,-0.0248176
55.1085,0.517542,0.05,0.0214305,-0.0247721
55.1236,0.517332,0.05,0.0210574,-0.0247216
55.1386,0.517125,0.05,0.0206851,-0.024666
55.1537,0.516922,0.05,0.0203137,-0.0246054
55.1688,0.516722,0.05,0.0199433,-0.0245398
55.1839,0.516527,0.05,0.0195739,-0.0244691
55.199,0.516335,0.05,0.0192055,-0.0243933
55.214,0.516146,0.05,0.0188384,-0.0243125
55.2291,0.515962,0.05,0.0184725,-0.0242267
55.2442,0.51578,0.05,0.018108,-0.0241358
55.2593,0.515603,0.05,0.0177448,-0.0240398
55.2743,0.515429,0.05,0.0173832,-0.0239388
55.2894,0.515259,0.05,0.0170231,-0.0238327
55.3045,0.515092,0.05,0.0166646,-0.0237216
55.3196,0.514929,0.05,0.0163079,-0.0236055
55.3346,0.51477,0.05,0.0159529,-0.0234843
55.3497,0.514614,0.05,0.0155999,-0.023358
55.3648,0.514461,0.05,0.0152487,-0.0232267
55.3799,0.514312,0.05,0.0148996,-0.0230903
55.3949,0.514167,0.05,0.0145525,-0.0229489
55.41,0.514025,0.05,0.0142077,-0.0228025
55.4251,0.513886,0.05,0.0138651,-0.0226509
55.4402,0.513751,0.05,0.0135248,-0.0224944
55.4552,0.513619,0.05,0.0131869,-0.0223328
55.4703,0.51349,0.05,0.0128514,-0.0221661
55.4854,0.513365,0.05,0.0125186,-0.0219944
55.5005,0.513243,0.05,0.0121883,-0.0218176
55.5155,0.513125,0.05,0.0118608,-0.0216358
55.5306,0.513009,0.05,0.011536,-0.021449
55.5457,0.512897,0.05,0.0112141,-0.021257
55.5608,0.512788,0.05,0.0108951,-0.0210601
55.5758,0.512682,0.05,0.0105791,-0.0208581
55.5909,0.51258,0.05,0.0102663,-0.020651
55.606,0.51248,0.05,0.00995652,-0.0204389
55.6211,0.512384,0.05,0.00965003,-0.0202217
55.6361,0.51229,0.05,0.00934685,-0.0199995
55.6512,0.5122,0.05,0.00904705,-0.0197722
55.6663,0.512112,0.05,0.00875072,-0.0195399
55.6814,0.512028,0.05,0.00845794,-0.0193025
55.6964,0.511946,0.05,0.00816876,-0.0190601
55.7115,0.511867,0.05,0.00788328,-0.0188127
55.7266,0.511791,0.05,0.00760157,-0.0185601
55.7417,0.511718,0.05,0.00732371,-0.0183026
55.7567,0.511647,0.05,0.00704976,-0.0180399
55.7718,0.51158,0.05,0.00677981,-0.0177723
55.7869,0.511514,0.05,0.00651394,-0.0174996
55.802,0.511452,0.05,0.00625222,-0.0172218
55.817,0.511392,0.05,0.00599472,-0.016939
55.8321,0.511335,0.05,0.00574152,-0.0166511
55.8472,0.51128,0.05,0.0054927,-0.0163582
55.8623,0.511227,0.05,0.00524833,-0.0160602
55.8773,0.511177,0.05,0.0050085,-0.0157572
55.8924,0.511129,0.05,0.00477327,-0.0154491
55.9075,0.511084,0.05,0.00454272,-0.015136
55.9226,0.511041,0.05,0.00431693,-0.0148178
55.9376,0.511,0.05,0.00409598,-0.0144946
55.9527,0.510961,0.05,0.00387993,-0.0141663
55.9678,0.510924,0.05,0.00366888,-0.013833
55.9829,0.51089,0.05,0.00346288,-0.0134946
55.9979,0.510857,0.05,0.00326203,-0.0131512
56.013,0.510826,0.05,0.00306639,-0.0128027
56.0281,0.510798,0.05,0.00287604,-0.0124492
56.0432,0.510771,0.05,0.00269106,-0.0120906
56.0582,0.510746,0.05,0.00251153,-0.011727
56.0733,0.510722,0.05,0.00233751,-0.0113583
56.0884,0.5107,0.05,0.00216909,-0.0109846
56.1035,0.51068,0.05,0.00200634,-0.0106058
56.1185,0.510662,0.05,0.00184935,-0.010222
56.1336,0.510645,0.05,0.00169817,-0.00983309
56.1487,0.510629,0.05,0.0015529,-0.00943916
56.1638,0.510615,0.05,0.0014136,-0.00904018
56.1789,0.510602,0.05,0.00128035,-0.00863615
56.1939,0.510591,0.05,0.00115324,-0.00822706
56.209,0.510581,0.05,0.00103233,-0.00781293
56.2241,0.510571,0.05,0.000917697,-0.00739375
56.2392,0.510563,0.05,0.000809425,-0.00696952
56.2542,0.510556,0.05,0.000707586,-0.00654024
56.2693,0.51055,0.05,0.000612257,-0.00610591
56.2844,0.510545,0.05,0.000523514,-0.00566652
56.2995,0.510541,0.05,0.000441432,-0.00522209
56.3145,0.510537,0.05,0.000366089,-0.00477261
56.3296,0.510534,0.05,0.00029756,-0.00431807
56.3447,0.510532,0.05,0.000235921,-0.00385849
56.3598,0.51053,0.05,0.000181249,-0.00339385
56.3748,0.510528,0.05,0.000133619,-0.00292417
56.3899,0.510527,0.05,9.31084e-05,-0.00244943
56.405,0.510527,0.05,5.97924e-05,-0.00196965
56.4201,0.510527,0.05,3.37474e-05,-0.00148481
56.4351,0.510526,0.05,1.50496e-05,-0.000994924
56.4502,0.510526,0.05,3.77509e-06,-0.000499987
56.4653,0.510526,0.05,0,-0
